WAFER_ID,TESTER_RECIPE,TOUCHDOWN,STX_WAFER_X_UM,STX_WAFER_Y_UM,TEST_START_TIME,TE_LABEL,ITH_MA,RS_FIT_OHMS,SLOPE_EFF_MW_MA,PEAK_WAVE_AT35_NM,KINK1_CURRENT_MA
QCI2C,LIVTK-DNS,328693,-41066,55318,2025/05/20 17:08:31.000,215L4L,15.82338,4.881954,0.310409,826.4422,63
QCI2C,LIVTK-DNS,8159,-37216,-56582,2025/05/20 17:08:31.000,63G2F,15.205412,5.983662,0.323672,826.388123,63
QCI2C,LIVTK-DNS,1133,29517,-60449,2025/05/20 17:08:31.000,69D08,15.341253,5.084176,0.31873,826.117737,63
QCI2C,LIVTK-DNS,4144,35934,-58232,2025/05/20 17:08:31.000,70J1I,15.644309,4.961882,0.317547,826.063599,63
QCI2C,LIVTK-DNS,12067,41067,-55349,2025/05/20 17:08:31.000,70C32,15.89673,5.968824,0.322328,826.171814,63
QCI2C,LIVTK-DNS,17426,42864,-52532,2025/05/20 17:08:31.000,70A4O,15.323172,4.822578,0.319064,826.280029,63
QCI2C,LIVTK-DNS,81197,61087,-26849,2025/05/20 17:08:31.000,110E3W,15.304118,4.998247,0.324588,825.359924,63
QCI2C,LIVTK-DNS,262327,62627,28651,2025/05/20 17:08:31.000,186C4Q,15.792252,4.760951,0.335432,825.955383,63
QCHV8,LIVTK-DNS,260287,-64423,28051,2025/01/10 12:51:42.000,175N4E,29.372973,3.313959,0.22801,0,63
QCI2C,LIVTK-DNS,20349,27721,-51416,2025/05/20 17:08:31.000,69F57,27.172516,2.392656,-0.000428,0,33
QCI2X,LIVTK-DNS,340579,41067,-60599,2025/05/02 14:58:59.000,70C05,26.017435,4.912859,0.278837,825.72522,63
QCI2X,LIVTK-DNS,169007,18224,-182,2025/05/02 14:58:59.000,144E3R,25.402854,-5.378851,0.00037,0,31
QCI2X,LIVTK-DNS,328823,-37216,56218,2025/05/02 14:58:59.000,215G53,27.016515,10.343257,0.433134,827.353394,59
QCI2X,LIVTK-DNS,29741,-29003,-46949,2025/05/02 14:58:59.000,83J08,25.142339,5.986879,0.000166,0,31
QCI2X,LIVTK-DNS,208774,-15656,11968,2025/05/02 14:58:59.000,160G30,29.145115,3.99785,0.000321,0,35
QCHYE,LIVTK-DNS,274397,64167,31951,2025/02/12 03:49:10.000,186A6K,27.139841,3.935316,0.282661,826.648376,63
QCHV8,LIVTK-DNS,332717,40297,57151,2025/01/10 12:51:42.000,222D5K,27.172059,4.586441,0.124948,823.76532,63
QCI1V,LIVTK-DNS,336615,-31826,59218,2025/05/03 22:00:30.000,216N6R,28.573073,3.192468,0.178248,0,34
QCHV8,LIVTK-DNS,14710,41324,-54332,2025/01/10 12:51:42.000,70C3O,27.355353,4.946357,0.166671,0,63
QCHW0,LIVTK-DNS,94432,-11806,-22832,2025/01/23 02:32:12.000,103B66,27.656042,5.666368,-0.000315,829.786926,34
QCHV8,LIVTK-DNS,293928,-40296,40468,2025/01/10 12:51:42.000,196K3U,25.293204,5.27381,0.000442,828.544434,30
QCI2X,LIVTK-DNS,112834,28234,-17432,2025/05/02 14:58:59.000,126F1O,25.541232,5.218774,0.000715,0,31
QCI2X,LIVTK-DNS,239413,-14886,21118,2025/05/02 14:58:59.000,179F0L,25.999973,4.899662,0.000087,0,31
QCHV8,LIVTK-DNS,309988,-41579,48034,2025/01/10 12:51:42.000,215L0G,27.891335,13.304696,0.283543,829.030945,63
QCHV8,LIVTK-DNS,311223,37731,47884,2025/01/10 12:51:42.000,222G0D,26.088883,4.50009,0.230547,825.942566,63
QCI2P,LIVTK-DNS,231947,-53129,18784,2025/05/15 07:39:04.000,157M6P,25.413169,3.684771,0.222151,825.79303,63
QCI2C,LIVTK-DNS,331392,-41579,57034,2025/05/20 17:08:31.000,215L5G,28.57075,3.877719,0.286285,825.305725,63
QCHV8,LIVTK-DNS,332740,41581,57634,2025/01/10 12:51:42.000,222B5S,27.391015,5.227954,0.046622,0,63
QCHW0,LIVTK-DNS,6662,39271,-57866,2025/01/23 02:32:12.000,70E1M,27.450609,0.690263,-0.000387,0,32
QCHYE,LIVTK-DNS,85137,62114,-26282,2025/02/12 03:49:10.000,110D49,26.74753,4.113975,0.262177,827.082336,63
QCHZP,LIVTK-DNS,293935,-39783,40351,2025/03/21 04:31:32.000,196J3Q,27.480025,2.933262,-0.001302,0,34
QCI2B,LIVTK-DNS,177437,43377,1951,2025/04/30 21:52:18.000,147N4W,28.311532,5.110515,0.000834,0,34
QCHV8,LIVTK-DNS,332822,39014,57868,2025/01/10 12:51:42.000,222F60,28.565233,4.398399,0.139414,821.087158,63
QCHYE,LIVTK-DNS,230111,64424,18118,2025/02/12 03:49:10.000,167A6F,26.482264,3.50404,0.111648,826.756958,63
QCHV8,LIVTK-DNS,9407,42864,-56582,2025/01/10 12:51:42.000,70A2F,26.195545,10.508585,0.343971,828.652588,63
QCI2X,LIVTK-DNS,94244,257,-22799,2025/05/02 14:58:59.000,105N65,26.078063,3.898271,0.226204,827.732605,63
QCHV8,LIVTK-DNS,327084,23614,55168,2025/01/10 12:51:42.000,221L4I,25.329099,5.232591,0.001169,828.057434,34
QCHV8,LIVTK-DNS,149612,64167,-5999,2025/01/10 12:51:42.000,148A0H,28.236457,3.6804,0.130135,0,33
QCI2C,LIVTK-DNS,63065,-64423,-32849,2025/05/20 17:08:31.000,99N0K,16.912048,4.548385,0.323261,825.684753,63
QCI2C,LIVTK-DNS,125428,64424,-12932,2025/05/20 17:08:31.000,129A46,16.071698,4.906269,0.139939,827.576538,63
QCI2P,LIVTK-DNS,340148,-23099,-20249,2025/05/15 07:39:04.000,121B01,16.309625,5.463532,0.185375,824.817993,63
QCHV8,LIVTK-DNS,336819,-41579,59884,2025/01/10 12:51:42.000,215L71,16.276254,4.616009,0.311853,828.922852,63
QCHV8,LIVTK-DNS,69117,64424,-31082,2025/01/10 12:51:42.000,110A1L,16.277156,4.611413,0.325969,827.732605,63
QCHV8,LIVTK-DNS,121465,64424,-14582,2025/01/10 12:51:42.000,129A39,16.528523,4.782034,0.134,829.625,63
QCHV8,LIVTK-DNS,177771,64424,2818,2025/01/10 12:51:42.000,148A5F,16.263615,4.769519,0.131589,829.732971,63
QCHV8,LIVTK-DNS,205991,64424,10918,2025/01/10 12:51:42.000,167A2F,16.345204,4.862147,0.131669,829.678955,63
QCI04,LIVTK-DNS,340560,20534,-60632,2025/03/17 01:54:02.000,68B06,16.865971,5.155771,0.129354,823.515442,63
QCI2B,LIVTK-DNS,330088,42094,56968,2025/04/30 21:52:18.000,222B5I,16.589904,4.821597,0.28669,824.817993,63
QCI2C,LIVTK-DNS,339439,-40553,60451,2025/05/20 17:08:31.000,215K7E,16.595865,4.490269,0.321347,826.928589,63
QCI2C,LIVTK-DNS,336856,-39269,60034,2025/05/20 17:08:31.000,215I74,16.482204,4.723934,0.322978,826.496277,63
QCI2C,LIVTK-DNS,189861,64424,5518,2025/05/20 17:08:31.000,148A6X,16.194814,4.966619,0.14013,827.414612,63
QCI2X,LIVTK-DNS,340280,-33879,-33749,2025/05/02 14:58:59.000,101B01,16.307548,5.408424,0.173306,824.419312,63
QCHZP,LIVTK-DNS,340571,31057,-60599,2025/03/21 04:31:32.000,69B05,16.911773,4.839501,0.188079,825.5224,63
QCI2B,LIVTK-DNS,340512,-22586,-60632,2025/04/30 21:52:18.000,64B06,18.52371,4.821428,0.122269,821.283569,63
QCHYE,LIVTK-DNS,340256,-55439,-33749,2025/02/12 03:49:10.000,99B01,18.775239,5.127472,0.17644,823.601685,63
QCI2X,LIVTK-DNS,22287,10011,-50516,2025/05/02 14:58:59.000,67A5P,9.912008,6.787618,-0.000168,0,17
QCI2P,LIVTK-DNS,145592,64167,-6899,2025/05/15 07:39:04.000,129A7H,9.410812,6.952843,-0.000266,0,17
QCHW0,LIVTK-DNS,333930,-32083,57901,2025/01/23 02:32:12.000,216N5Z,8.915325,8.684175,0.001417,0,15
QCHW0,LIVTK-DNS,125234,51847,-13499,2025/01/23 02:32:12.000,128C3T,9.955974,5.871606,0.000913,828.436218,17
QCHV8,LIVTK-DNS,17644,29004,-52232,2025/01/10 12:51:42.000,69E4U,3.446032,11.036479,0.000491,828.003296,10
QCHV8,LIVTK-DNS,307284,-42606,46468,2025/01/10 12:51:42.000,196N76,9.900377,2.384181,0.000289,0,19
QCHW0,LIVTK-DNS,202211,48511,10384,2025/01/23 02:32:12.000,166G21,6.889514,7.176707,0.000147,828.760742,13
QCHW0,LIVTK-DNS,154583,4621,-4316,2025/01/23 02:32:12.000,143H1D,3.237299,10.581485,0.000884,829.678955,8
QCHW0,LIVTK-DNS,71403,-47739,-29516,2025/01/23 02:32:12.000,100F2D,5.430015,8.361841,0.000875,828.814758,12
QCHW0,LIVTK-DNS,267964,-40296,29968,2025/01/23 02:32:12.000,177K5I,9.115068,8.795749,0.001613,0,16
QCHW0,LIVTK-DNS,64671,37731,-31916,2025/01/23 02:32:12.000,108G11,9.710448,5.777309,0.001124,828.003296,15
QCHW0,LIVTK-DNS,36976,-4106,-43532,2025/01/23 02:32:12.000,85F26,8.539848,6.102412,0.001049,829.193054,15
QCI2X,LIVTK-DNS,199648,-45686,9268,2025/05/02 14:58:59.000,157D1I,9.426276,8.79636,0.000524,0,15
QCI2X,LIVTK-DNS,293612,-25923,39901,2025/05/02 14:58:59.000,197F3H,5.886629,10.930371,0.00074,0,13
QCI1V,LIVTK-DNS,339386,-37216,60268,2025/05/03 22:00:30.000,215G7C,8.260088,7.030378,-0.00069,0,13
QCHW0,LIVTK-DNS,159715,-63653,-2549,2025/01/23 02:32:12.000,137M2E,9.896895,5.681179,0.000815,828.706665,15
QCHW0,LIVTK-DNS,142248,20021,-8066,2025/01/23 02:32:12.000,125B6S,9.281598,6.345043,0.000329,829.678955,16
QCI2X,LIVTK-DNS,48809,-9753,-38549,2025/05/02 14:58:59.000,85M4W,6.431907,11.776901,0.000164,0,12
QCI2X,LIVTK-DNS,316533,33624,49918,2025/05/02 14:58:59.000,222M1L,7.299272,10.209765,0.00104,0,13
QCHW0,LIVTK-DNS,161744,62627,-1799,2025/01/23 02:32:12.000,148C2T,7.704473,6.701629,0.000553,828.057434,14
QCHW0,LIVTK-DNS,157624,60831,-3566,2025/01/23 02:32:12.000,148E1S,40.006549,5.103371,0.00062,828.111572,49
QCI2P,LIVTK-DNS,337784,20277,60001,2025/05/15 07:39:04.000,220B75,40.167589,8.508184,-0.00043,0,46
QCI04,LIVTK-DNS,40383,-36189,-41816,2025/03/17 01:54:02.000,82E31,48.30093,4.120782,0.254617,827.900208,60
QCHW0,LIVTK-DNS,70304,-11293,-29999,2025/01/23 02:32:12.000,103A25,42.210594,5.444806,0.000242,829.894897,49
QCHZP,LIVTK-DNS,230131,63397,18751,2025/03/21 04:31:32.000,167B6Q,41.327399,4.384006,0.126515,0,46
QCI2X,LIVTK-DNS,339490,-33623,47251,2025/05/02 14:58:59.000,215B02,41.627223,4.672778,0.000688,0,50
QCI2B,LIVTK-DNS,6679,40297,-57749,2025/04/30 21:52:18.000,70D1Q,15.115826,4.633419,0.317322,825.5224,63
QCI2B,LIVTK-DNS,69119,64424,-30782,2025/04/30 21:52:18.000,110A1R,15.291531,4.620072,0.327982,825.847168,63
QCI2C,LIVTK-DNS,2496,-30799,-59366,2025/05/20 17:08:31.000,64L0S,15.033166,5.050001,0.322466,826.4422,63
QCI2C,LIVTK-DNS,266395,60317,29851,2025/05/20 17:08:31.000,186F5E,15.161467,4.931546,0.326049,825.5224,63
QCHV8,LIVTK-DNS,5309,-39013,-58649,2025/01/10 12:51:42.000,63I18,15.658041,4.936262,0.311518,828.219849,63
QCHV8,LIVTK-DNS,337955,31314,59818,2025/01/10 12:51:42.000,221B73,15.12435,4.885651,0.319347,827.895081,63
QCHV8,LIVTK-DNS,3963,38501,-58916,2025/01/10 12:51:42.000,70F11,15.539086,4.634472,0.321272,827.895081,63
QCHV8,LIVTK-DNS,258219,61601,26884,2025/01/10 12:51:42.000,186D3P,15.253249,4.91806,0.323142,827.136536,63
QCHV8,LIVTK-DNS,250312,62114,25168,2025/01/10 12:51:42.000,186D2U,15.325622,4.9488,0.324231,827.949219,63
QCHW0,LIVTK-DNS,23,-41836,-60182,2025/01/23 02:32:12.000,63M0F,15.674257,5.355059,0.299675,828.868835,63
QCHYE,LIVTK-DNS,1390,40041,-59666,2025/02/12 03:49:10.000,70D0M,15.001041,4.750324,0.308788,826.485596,63
QCHZ9,LIVTK-DNS,1308,40554,-60032,2025/03/07 01:18:02.000,70D0I,15.256518,4.612776,0.306618,826.60437,63
QCI1V,LIVTK-DNS,143562,-64423,-8399,2025/05/03 22:00:30.000,118N6N,15.112254,5.024276,0.297303,827.082336,63
QCI1V,LIVTK-DNS,71128,-64166,-30032,2025/05/03 22:00:30.000,99N26,15.861801,5.060713,0.332066,827.678406,63
QCI1V,LIVTK-DNS,71188,-61599,-29366,2025/05/03 22:00:30.000,99J2G,15.136653,5.197897,0.31981,827.840881,63
QCI1V,LIVTK-DNS,268419,-60059,30484,2025/05/03 22:00:30.000,175H5P,15.022964,4.925581,0.324219,828.003296,63
QCI2C,LIVTK-DNS,3887,33624,-58982,2025/05/20 17:08:31.000,70M13,15.553387,6.162837,0.318665,826.063599,63
QCI2C,LIVTK-DNS,3928,36191,-58766,2025/05/20 17:08:31.000,70I14,15.998708,4.740499,0.319518,825.684753,63
QCI2C,LIVTK-DNS,17471,40041,-52316,2025/05/20 17:08:31.000,70D4P,15.156648,5.171512,0.319332,825.847168,63
QCI2C,LIVTK-DNS,250264,63911,24634,2025/05/20 17:08:31.000,186A2G,15.406077,5.019238,0.337703,826.117737,63
QCI2P,LIVTK-DNS,339456,-41579,60634,2025/05/15 07:39:04.000,215L7G,15.539558,6.559366,0.226223,824.709534,63
QCHV8,LIVTK-DNS,17345,37987,-53249,2025/01/10 12:51:42.000,70G48,15.118607,5.138087,0.308298,828.057434,63
QCHV8,LIVTK-DNS,262252,61601,28234,2025/01/10 12:51:42.000,186D4G,15.328204,5.006149,0.323001,827.840881,63
QCHYE,LIVTK-DNS,1322,41581,-60266,2025/02/12 03:49:10.000,70B0A,15.003286,10.936884,0.316563,827.353394,63
QCHYT,LIVTK-DNS,77208,63141,-27566,2025/02/23 15:48:58.000,110B3G,15.396965,5.291204,0.327512,826.594116,63
QCI1V,LIVTK-DNS,10771,-42093,-55349,2025/05/03 22:00:30.000,63M32,15.658111,4.874235,0.323208,828.003296,63
QCI1V,LIVTK-DNS,3872,32597,-58799,2025/05/03 22:00:30.000,70N15,15.2885,5.147646,0.323506,827.624268,63
QCI1V,LIVTK-DNS,69059,60574,-30782,2025/05/03 22:00:30.000,110F1R,15.51344,5.073001,0.335905,827.624268,63
QCI1V,LIVTK-DNS,274414,63141,32134,2025/05/03 22:00:30.000,186B6M,15.892498,4.963418,0.330679,826.539856,63
QCI2C,LIVTK-DNS,320756,-40553,52801,2025/05/20 17:08:31.000,215K35,15.137529,4.999996,0.313161,826.60437,63
QCI2C,LIVTK-DNS,5287,-37473,-58349,2025/05/20 17:08:31.000,63G1E,15.80666,6.119268,0.325544,826.712524,63
QCI2C,LIVTK-DNS,6624,36704,-57632,2025/05/20 17:08:31.000,70I1U,15.698951,4.881154,0.31967,826.063599,63
QCI2C,LIVTK-DNS,335542,36961,59134,2025/05/20 17:08:31.000,222H6M,15.171585,5.074506,0.326963,826.171814,63
QCI2C,LIVTK-DNS,327434,39784,55468,2025/05/20 17:08:31.000,222E4O,15.019069,4.980097,0.324684,826.117737,63
QCI2C,LIVTK-DNS,234154,63911,19834,2025/05/20 17:08:31.000,167A7A,15.020295,4.920619,0.324005,826.60437,63
QCI1V,LIVTK-DNS,85030,55184,-26132,2025/05/03 22:00:30.000,110M4C,28.975586,4.241316,0.276356,826.159851,63
QCI2X,LIVTK-DNS,28193,41837,-47849,2025/05/02 14:58:59.000,70B78,26.202806,6.245565,-0.000256,0,32
QCI1V,LIVTK-DNS,61053,64424,-33482,2025/05/03 22:00:30.000,110A09,29.11128,4.418659,0.235588,0,34
QCHV8,LIVTK-DNS,11926,32084,-55532,2025/01/10 12:51:42.000,69A30,28.48513,9.356707,0.001189,0,63
QCHV8,LIVTK-DNS,1144,30031,-59966,2025/01/10 12:51:42.000,69C0G,27.062859,5.354979,0.051445,0,40
QCHV8,LIVTK-DNS,327449,38757,55351,2025/01/10 12:51:42.000,222F4K,27.528806,3.445785,0.216503,826.702637,63
QCI2X,LIVTK-DNS,226666,26951,17434,2025/05/02 14:58:59.000,164G5Y,25.714155,5.649369,0.000504,0,32
QCHV8,LIVTK-DNS,284144,21817,35701,2025/01/10 12:51:42.000,202N15,29.281269,5.491251,0.000475,828.922852,35
QCI1V,LIVTK-DNS,336659,-34649,59284,2025/05/03 22:00:30.000,215C6P,29.370326,4.061412,0.248402,827.461792,63
QCI2X,LIVTK-DNS,272504,-56723,31801,2025/05/02 14:58:59.000,175D6H,27.905645,4.865454,0.000652,0,35
QCI2C,LIVTK-DNS,252574,-46456,25468,2025/05/20 17:08:31.000,176E30,26.506323,4.580191,0.081332,0,40
QCHYE,LIVTK-DNS,6707,42094,-57782,2025/02/12 03:49:10.000,70B1R,29.427102,3.758668,0.247518,826.268433,63
QCI1V,LIVTK-DNS,336584,-29773,59401,2025/05/03 22:00:30.000,216K6T,29.185089,5.702207,0.001204,0,36
QCI2X,LIVTK-DNS,168943,13861,-416,2025/05/02 14:58:59.000,144J3J,26.203777,6.32906,-0.000381,0,32
QCI2P,LIVTK-DNS,297401,13347,41251,2025/05/15 07:39:04.000,201K48,26.856729,4.055646,0.242006,827.954163,40
QCHW0,LIVTK-DNS,55468,13604,-35132,2025/01/23 02:32:12.000,87K6U,27.071604,5.590409,0.000378,829.355042,34
QCI1V,LIVTK-DNS,176386,-24126,2068,2025/05/03 22:00:30.000,140D50,28.827651,5.226724,0.129396,830.488037,36
QCHYT,LIVTK-DNS,165660,59034,-1232,2025/02/23 15:48:58.000,148H36,26.786362,18.193144,0.48886,828.273987,63
QCI2P,LIVTK-DNS,161695,63397,-2549,2025/05/15 07:39:04.000,148B2E,29.018422,2.912524,0.213619,826.388123,63
QCI04,LIVTK-DNS,234871,17967,19951,2025/03/17 01:54:02.000,163E7E,26.278824,4.740012,0.270521,827.846252,63
QCI2B,LIVTK-DNS,338024,35677,60001,2025/04/30 21:52:18.000,222J75,29.505674,5.736854,0.001927,0,39
QCI04,LIVTK-DNS,185362,34394,4468,2025/03/17 01:54:02.000,146L6C,26.266563,4.690691,0.027773,0,63
QCI04,LIVTK-DNS,48158,-34906,-39032,2025/03/17 01:54:02.000,82D4O,26.942882,4.448299,0.124724,0,63
QCI2X,LIVTK-DNS,83983,-12063,-25949,2025/05/02 14:58:59.000,103B4E,29.419977,4.661284,0.000858,0,35
QCHV8,LIVTK-DNS,339574,41837,47251,2025/01/10 12:51:42.000,222B02,25.708485,5.091771,0.152183,822.181824,63
QCI2X,LIVTK-DNS,180945,9754,3118,2025/05/02 14:58:59.000,143B5L,25.636428,4.860862,0.000056,0,31
QCHV8,LIVTK-DNS,335565,35421,58984,2025/01/10 12:51:42.000,222J6J,27.801055,4.752835,0.08082,0,63
QCI2X,LIVTK-DNS,309652,-23356,47068,2025/05/02 14:58:59.000,197C7I,28.047007,4.903491,0.00069,0,33
QCI1V,LIVTK-DNS,78500,-19763,-27599,2025/05/03 22:00:30.000,103L3H,27.696298,4.274109,0.253174,828.328064,63
QCI2X,LIVTK-DNS,99236,-61343,-21599,2025/05/02 14:58:59.000,99J6T,28.877461,5.203781,0.001329,0,34
QCHV8,LIVTK-DNS,3837,30544,-59282,2025/01/10 12:51:42.000,69C0X,25.660225,5.70221,0.031874,0,41
QCHV8,LIVTK-DNS,335558,35934,59068,2025/01/10 12:51:42.000,222J6O,26.345924,4.409572,0.13233,822.78302,63
QCI2C,LIVTK-DNS,74788,-40296,-28832,2025/05/20 17:08:31.000,101K2U,28.574005,4.840918,-0.000283,0,34
QCHV8,LIVTK-DNS,263267,2311,28684,2025/01/10 12:51:42.000,181K4P,26.323598,6.101885,0.02628,0,33
QCHV8,LIVTK-DNS,335419,41067,58651,2025/01/10 12:51:42.000,222C6E,25.820125,5.692656,0.01859,0,63
QCI1V,LIVTK-DNS,336752,-40553,59401,2025/05/03 22:00:30.000,215K6T,28.59116,3.746924,0.026961,0,63
QCHV8,LIVTK-DNS,11929,32341,-55616,2025/01/10 12:51:42.000,70N2V,27.097226,4.734541,0.120307,823.110657,63
QCHV8,LIVTK-DNS,325333,2054,54118,2025/01/10 12:51:42.000,219L3X,25.637629,4.208178,0.25651,827.299194,63
QCHV8,LIVTK-DNS,248282,-63139,24334,2025/01/10 12:51:42.000,175L2A,26.151697,3.345462,0.234539,827.840881,63
QCHV8,LIVTK-DNS,12074,41581,-55466,2025/01/10 12:51:42.000,70B2Y,27.469665,5.153924,0.097116,0,63
QCI04,LIVTK-DNS,115271,-55439,-16616,2025/03/17 01:54:02.000,118B21,26.852428,4.995429,0.0573,0,63
QCI1V,LIVTK-DNS,63761,-20533,-32249,2025/05/03 22:00:30.000,103M0W,27.379205,4.685393,0.113658,824.854919,63
QCI1V,LIVTK-DNS,339298,-31569,60334,2025/05/03 22:00:30.000,216M7A,28.399433,4.121346,0.264481,827.028076,63
QCI1V,LIVTK-DNS,14683,39527,-54149,2025/05/03 22:00:30.000,70E3Q,29.62445,2.09891,-0.000164,0,36
QCHV8,LIVTK-DNS,315373,-40809,49984,2025/01/10 12:51:42.000,215K1J,28.818449,18.081682,0.520742,828.057434,35
QCHV8,LIVTK-DNS,14006,-5903,-53999,2025/01/10 12:51:42.000,66H3T,28.756609,5.25014,-0.000178,828.003296,34
QCHV8,LIVTK-DNS,311385,37731,48184,2025/01/10 12:51:42.000,222G0J,25.5101,5.429597,0.12274,0,63
QCHV8,LIVTK-DNS,210003,63141,12184,2025/01/10 12:51:42.000,167B31,25.958115,7.90299,0.317899,827.786743,34
QCI2X,LIVTK-DNS,299152,-39526,42268,2025/05/02 14:58:59.000,196J4U,25.393008,5.710296,0.000105,0,31
QCHV8,LIVTK-DNS,1300,40041,-59966,2025/01/10 12:51:42.000,70D0G,27.229235,4.929932,0.059051,0,44
QCI2X,LIVTK-DNS,234538,39271,19834,2025/05/02 14:58:59.000,165E7A,28.854401,4.410271,0.000704,0,34
QCHZ9,LIVTK-DNS,35736,10524,-44132,2025/03/07 01:18:02.000,86A1U,27.856904,1.697241,0.00011,0,33
QCHW0,LIVTK-DNS,276408,-64679,32434,2025/01/23 02:32:12.000,175N6S,26.335855,5.35909,0.021293,0,33
QCHV8,LIVTK-DNS,332806,40041,57934,2025/01/10 12:51:42.000,222D5Y,25.029772,4.562781,0.165825,825.290222,63
QCI2C,LIVTK-DNS,1238,36191,-60266,2025/05/20 17:08:31.000,70I0A,16.560745,4.843626,0.326206,825.5224,63
QCI2C,LIVTK-DNS,61092,62371,-32366,2025/05/20 17:08:31.000,110C0S,16.393357,4.896212,0.329785,826.063599,63
QCI2C,LIVTK-DNS,266308,63141,29434,2025/05/20 17:08:31.000,186B54,16.013847,4.885972,0.33629,825.847168,63
QCHV8,LIVTK-DNS,3941,37217,-59249,2025/01/10 12:51:42.000,70H0W,16.868927,4.828006,0.304417,826.431274,63
QCHZP,LIVTK-DNS,340404,-33366,-47132,2025/03/21 04:31:32.000,82B06,16.369274,4.995049,0.117873,823.026245,63
QCHV8,LIVTK-DNS,141555,64424,-8282,2025/01/10 12:51:42.000,129A6R,16.397863,4.79134,0.131798,829.786926,63
QCI1V,LIVTK-DNS,334156,-40039,58834,2025/05/03 22:00:30.000,215J6G,16.499691,4.958572,0.309906,827.949219,63
QCHV8,LIVTK-DNS,336824,-41323,60001,2025/01/10 12:51:42.000,215L75,16.172702,4.710924,0.31237,828.922852,63
QCHYE,LIVTK-DNS,340367,41837,-33599,2025/02/12 03:49:10.000,108B05,16.863215,5.399454,0.197173,824.963867,63
QCHZP,LIVTK-DNS,339572,41581,47251,2025/03/21 04:31:32.000,222B01,16.323306,5.0571,0.187519,824.763794,63
QCI1V,LIVTK-DNS,4054,41581,-58466,2025/05/03 22:00:30.000,70B1A,16.724077,4.806154,0.333409,827.190674,63
QCI2C,LIVTK-DNS,119323,-56723,-15449,2025/05/20 17:08:31.000,118D2Q,16.049015,4.781918,0.277956,825.251587,63
QCI2C,LIVTK-DNS,1241,36447,-60449,2025/05/20 17:08:31.000,70I08,16.641094,4.879888,0.324503,825.901306,63
QCI2C,LIVTK-DNS,332770,42351,57934,2025/05/20 17:08:31.000,222A5Y,16.085387,4.982435,0.32047,826.225952,63
QCI2C,LIVTK-DNS,270383,63141,31084,2025/05/20 17:08:31.000,186B61,16.143865,4.753915,0.334224,826.009521,63
QCHV8,LIVTK-DNS,313976,41837,49201,2025/01/10 12:51:42.000,222B15,16.213337,4.94825,0.299802,827.244934,63
QCHV8,LIVTK-DNS,61046,63911,-33266,2025/01/10 12:51:42.000,110A0A,16.628464,4.765341,0.326387,826.811157,63
QCHV8,LIVTK-DNS,313851,33881,49084,2025/01/10 12:51:42.000,222L11,18.188922,5.007356,0.251917,825.181519,63
QCI04,LIVTK-DNS,340496,-33879,-60749,2025/03/17 01:54:02.000,63B01,18.516914,4.93161,0.179349,823.406738,63
QCI2C,LIVTK-DNS,339706,-33623,20251,2025/05/20 17:08:31.000,177B02,18.408676,5.381468,0.192636,824.112732,63
QCHW0,LIVTK-DNS,62228,-10523,-32399,2025/01/23 02:32:12.000,104N0T,5.621645,7.740674,0.000531,829.786926,11
QCI2X,LIVTK-DNS,280192,-48766,33568,2025/05/02 14:58:59.000,176H7I,7.831048,8.208346,0.000919,0,13
QCHV8,LIVTK-DNS,309975,-42349,47884,2025/01/10 12:51:42.000,215M0D,8.615747,5.904472,0.000871,0,14
QCI2X,LIVTK-DNS,106710,-23613,-19199,2025/05/02 14:58:59.000,121C0N,9.445924,6.23146,0.000188,0,14
QCHW0,LIVTK-DNS,62040,1541,-32366,2025/01/23 02:32:12.000,105L0S,9.633683,6.083681,0.00026,829.840942,17
QCHV8,LIVTK-DNS,1244,36447,-59999,2025/01/10 12:51:42.000,70I0H,7.769942,8.700006,0.002425,0,18
QCHW0,LIVTK-DNS,200940,-1026,9868,2025/01/23 02:32:12.000,161B1U,9.558494,6.287278,-0.000329,829.840942,17
QCI2X,LIVTK-DNS,97974,19507,-21899,2025/05/02 14:58:59.000,106C6N,6.385649,10.066462,-0.000536,0,12
QCI2X,LIVTK-DNS,268133,-51333,29551,2025/05/02 14:58:59.000,176K58,7.234767,10.772268,0.001101,0,13
QCHW0,LIVTK-DNS,275112,18481,32434,2025/01/23 02:32:12.000,182D6S,6.447954,7.978374,0.000131,829.301025,11
QCHW0,LIVTK-DNS,120464,257,-14699,2025/01/23 02:32:12.000,124N35,7.957059,6.737346,0.000109,829.894897,15
QCHV8,LIVTK-DNS,16748,-513,-52799,2025/01/10 12:51:42.000,66A4H,7.905884,6.733422,0.000746,828.490356,13
QCHW0,LIVTK-DNS,52216,36191,-36866,2025/01/23 02:32:12.000,89I5S,5.711275,8.035634,0.000191,828.814758,12
QCI2P,LIVTK-DNS,36445,29774,-43982,2025/05/15 07:39:04.000,88D1X,8.213856,3.885722,-0.00042,0,19
QCI2X,LIVTK-DNS,12492,17711,-54566,2025/05/02 14:58:59.000,68E3G,6.563856,8.550804,0.000897,0,12
QCHV8,LIVTK-DNS,299708,-11293,42901,2025/01/10 12:51:42.000,198A55,6.627429,7.368697,0.000436,828.760742,14
QCHW0,LIVTK-DNS,172772,2567,1201,2025/01/23 02:32:12.000,143K4H,9.139081,6.386174,0.000706,830.002747,18
